route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
03,2,1971905,Argyle Mall via Hamilton,,1,93803,68535,0,0
03,8402,1971924,Argyle Mall via Hamilton,,1,95511,68535,0,0
03,2,1971906,Argyle Mall via Hamilton,,1,93805,68535,0,0
03,2,1971907,Argyle Mall via Hamilton,,1,93802,68535,0,0
03,2,1971908,Argyle Mall via Hamilton,,1,93808,68535,0,0
03,2,1971909,Argyle Mall via Hamilton,,1,93807,68535,0,0
03,2,1971910,Argyle Mall via Hamilton,,1,93804,68535,0,0
03,2,1971911,Argyle Mall via Hamilton,,1,93806,68535,0,0
03,2,1971912,Argyle Mall via Hamilton,,1,93803,68535,0,0
03,2,1971913,Argyle Mall via Hamilton,,1,93805,68535,0,0
03,2,1971914,Argyle Mall via Hamilton,,1,93802,68535,0,0
03,2,1971915,Argyle Mall via Hamilton,,1,93805,68535,0,0
03,2,1971916,Argyle Mall via Hamilton,,1,93804,68535,0,0
03,2,1971917,Argyle Mall via Hamilton,,1,93803,68535,0,0
03,2,1971918,Argyle Mall via Hamilton,,1,93802,68535,0,0
03,2,1971919,Argyle Mall via Hamilton,,1,93802,68535,0,0
03,2,1971920,Argyle Mall via Hamilton,,1,93802,68535,0,0
04,2,1927285,White Oaks Mall via Downtown,,0,93840,68539,0,0
04,2,1927284,White Oaks Mall via Downtown,,0,93841,68542,0,0
04,2,1927310,White Oaks Mall via Downtown,,0,93838,68539,0,0
04,2,1927309,White Oaks Mall via Downtown,,0,93840,68543,0,0
04,2,1927283,White Oaks Mall via Downtown,,0,93845,68539,0,0
04,2,1927308,White Oaks Mall via Downtown,,0,93841,68540,0,0
04,2,1927307,White Oaks Mall via Downtown,,0,93844,68543,0,0
04,2,1927306,White Oaks Mall via Downtown,,0,93837,68540,0,0
04,8402,1971926,White Oaks Mall via Downtown,,0,95516,68543,0,0
04,2,1927305,White Oaks Mall via Downtown,,0,93838,68543,0,0
04,2,1927304,White Oaks Mall via Downtown,,0,93840,68540,0,0
04,2,1927303,White Oaks Mall via Downtown,,0,93839,68543,0,0
04,2,1927302,White Oaks Mall via Downtown,,0,93845,68540,0,0
04,2,1927301,White Oaks Mall via Downtown,,0,93841,68543,0,0
04,2,1927300,White Oaks Mall via Downtown,,0,93837,68540,0,0
04,8402,1971925,White Oaks Mall via Downtown,,0,95516,68543,0,0
04,2,1927299,White Oaks Mall via Downtown,,0,93838,68543,0,0
04,2,1927298,White Oaks Mall via Downtown,,0,93840,68540,0,0
04,2,1927297,White Oaks Mall via Downtown,,0,93839,68543,0,0
04,2,1927296,White Oaks Mall via Downtown,,0,93841,68540,0,0
04,2,1927295,White Oaks Mall via Downtown,,0,93837,68543,0,0
04,2,1927294,White Oaks Mall via Downtown,,0,93838,68540,0,0
04,2,1927293,White Oaks Mall via Downtown,,0,93840,68543,0,0
04,2,1927292,White Oaks Mall via Downtown,,0,93839,68540,0,0
04,2,1927291,White Oaks Mall via Downtown,,0,93841,68543,0,0
04,2,1927290,White Oaks Mall via Downtown,,0,93837,68540,0,0
04,2,1927289,White Oaks Mall via Downtown,,0,93838,68543,0,0
04,2,1927288,White Oaks Mall via Downtown,,0,93840,68540,0,0
04,2,1927287,White Oaks Mall via Downtown,,0,93839,68543,0,0
04,2,1927286,White Oaks Mall via Downtown,,0,93841,68540,0,0
04,2,1927311,White Oaks Mall via Downtown,,0,93843,68543,0,0
04,2,1927312,White Oaks Mall via Downtown,,0,93837,68540,0,0
04,2,1927320,White Oaks Mall via Downtown,,0,93838,68543,0,0
04,2,1927313,White Oaks Mall via Downtown,,0,93842,68540,0,0
04,2,1927321,White Oaks Mall via Downtown,,0,93840,68543,0,0
04,2,1927314,White Oaks Mall via Downtown,,0,93839,68540,0,0
04,2,1927322,White Oaks Mall via Downtown,,0,93841,68543,0,0
04,2,1927315,White Oaks Mall via Downtown,,0,93843,68540,0,0
04,2,1927323,White Oaks Mall via Downtown,,0,93837,68543,0,0
04,2,1927316,White Oaks Mall via Downtown,,0,93838,68540,0,0
04,2,1927324,White Oaks Mall via Downtown,,0,93842,68543,0,0
